"Participant","QuestionType","Topic","QuestionID","Condition","MIST"
"z5q72w0m8w","real","general","6","Pretest",100
"z5q72w0m8w","real","general","7","Pretest",0
"z5q72w0m8w","fake","general","26","Pretest",0
"z5q72w0m8w","real","general","5","Pretest",100
"z5q72w0m8w","fake","general","27","Pretest",0
"z5q72w0m8w","real","general","18","Pretest",100
"z5q72w0m8w","fake","general","30","Pretest",0
"z5q72w0m8w","fake","general","19","Pretest",0
"z5q72w0m8w","fake","general","13","Pretest",0
"z5q72w0m8w","real","covid","6","Pretest",100
"z5q72w0m8w","fake","general","14","Posttest",1
"z5q72w0m8w","real","general","22","Posttest",100
"z5q72w0m8w","real","covid","5","Posttest",0
"z5q72w0m8w","fake","general","10","Posttest",100
"z5q72w0m8w","fake","covid","3","Posttest",100
"z5q72w0m8w","fake","covid","2","Posttest",2
"z5q72w0m8w","fake","general","5","Posttest",100
"z5q72w0m8w","real","general","27","Posttest",100
"z5q72w0m8w","real","general","15","Posttest",0
"z5q72w0m8w","real","general","16","Posttest",1
"z5q72w0m8w","real","general","24","Posttest",100
"z5q72w0m8w","real","general","17","Posttest",100
"z5q72w0m8w","fake","general","21","Posttest",100
"z5q72w0m8w","real","general","14","Posttest",100
"z5q72w0m8w","real","general","12","Posttest",79
"z5q72w0m8w","fake","covid","8","Posttest",100
"z5q72w0m8w","fake","general","3","Posttest",0
"z5q72w0m8w","real","covid","7","Posttest",0
"z5q72w0m8w","real","general","11","Posttest",100
"z5q72w0m8w","fake","general","9","Posttest",2
"z5q72w0m8w","real","general","13","Posttest",100
"z5q72w0m8w","fake","general","17","Posttest",100
"z5q72w0m8w","fake","covid","7","Posttest",100
"z5q72w0m8w","real","general","25","Posttest",76
"z5q72w0m8w","fake","general","22","Posttest",79
"z5q72w0m8w","fake","general","15","Posttest",83
"z5q72w0m8w","real","general","9","Posttest",54
"z5q72w0m8w","fake","general","24","Posttest",92
"z5q72w0m8w","real","covid","3","Posttest",86
"z5q72w0m8w","fake","covid","4","Posttest",100
"z5q72w0m8w","fake","general","7","Posttest",29
"z5q72w0m8w","fake","general","28","Posttest",0
"z5q72w0m8w","fake","general","4","Posttest",74
"z5q72w0m8w","real","general","28","Posttest",99
"z5q72w0m8w","real","general","21","Posttest",96
"z5q72w0m8w","real","general","29","Posttest",96
"z5q72w0m8w","real","covid","4","Posttest",0
"z5q72w0m8w","fake","general","11","Posttest",77
"z5q72w0m8w","fake","general","25","Posttest",1
"z5q72w0m8w","real","covid","2","Posttest",0
"z5q72w0m8w","real","general","4","Posttest",0
"vp3tkt2jb3","fake","general","3","Pretest",55
"vp3tkt2jb3","real","general","7","Pretest",72
"vp3tkt2jb3","real","covid","2","Pretest",87
"vp3tkt2jb3","fake","covid","10","Pretest",65
"vp3tkt2jb3","fake","general","30","Pretest",26
"vp3tkt2jb3","real","general","28","Pretest",27
"vp3tkt2jb3","real","covid","6","Pretest",84
"vp3tkt2jb3","fake","general","13","Pretest",29
"vp3tkt2jb3","real","general","22","Pretest",21
"vp3tkt2jb3","fake","covid","4","Pretest",68
"vp3tkt2jb3","fake","general","5","Pretest",82
"vp3tkt2jb3","fake","general","4","Pretest",10
"vp3tkt2jb3","real","general","24","Pretest",90
"vp3tkt2jb3","real","covid","3","Pretest",96
"vp3tkt2jb3","fake","general","22","Pretest",12
"vp3tkt2jb3","fake","general","19","Pretest",22
"vp3tkt2jb3","fake","general","16","Pretest",61
"vp3tkt2jb3","fake","general","15","Pretest",70
"vp3tkt2jb3","real","general","20","Pretest",73
"vp3tkt2jb3","fake","general","2","Pretest",2
"vp3tkt2jb3","real","general","13","Pretest",83
"vp3tkt2jb3","real","general","11","Pretest",0
"vp3tkt2jb3","real","general","17","Pretest",82
"vp3tkt2jb3","real","general","8","Pretest",85
"vp3tkt2jb3","real","general","26","Pretest",19
"vp3tkt2jb3","fake","general","9","Pretest",0
"vp3tkt2jb3","fake","covid","9","Pretest",90
"vp3tkt2jb3","real","general","19","Pretest",3
"vp3tkt2jb3","real","general","16","Pretest",36
"vp3tkt2jb3","fake","covid","6","Pretest",81
"vp3tkt2jb3","fake","covid","3","Pretest",12
"vp3tkt2jb3","fake","general","6","Pretest",2
"vp3tkt2jb3","real","general","1","Pretest",75
"vp3tkt2jb3","real","covid","5","Pretest",79
"vp3tkt2jb3","real","covid","7","Pretest",85
"vp3tkt2jb3","fake","general","25","Pretest",9
"vp3tkt2jb3","real","general","27","Pretest",12
"vp3tkt2jb3","real","general","2","Pretest",13
"vp3tkt2jb3","fake","general","11","Pretest",14
"vp3tkt2jb3","fake","general","10","Pretest",77
"vp3tkt2jb3","real","general","9","Posttest",91
"vp3tkt2jb3","fake","general","14","Posttest",81
"vp3tkt2jb3","real","covid","4","Posttest",89
"vp3tkt2jb3","fake","covid","1","Posttest",12
"vp3tkt2jb3","real","general","21","Posttest",16
"vp3tkt2jb3","fake","general","1","Posttest",3
"vp3tkt2jb3","fake","general","23","Posttest",0
"vp3tkt2jb3","fake","general","28","Posttest",0
"vp3tkt2jb3","real","general","23","Posttest",100
"vp3tkt2jb3","fake","general","18","Posttest",0
"vp3tkt2jb3","fake","general","12","Posttest",87
"vp3tkt2jb3","fake","general","26","Posttest",12
"vp3tkt2jb3","fake","covid","7","Posttest",12
"vp3tkt2jb3","real","general","5","Posttest",14
"vp3tkt2jb3","real","general","15","Posttest",91
"vp3tkt2jb3","real","general","14","Posttest",12
"vp3tkt2jb3","real","general","6","Posttest",100
"vp3tkt2jb3","fake","general","24","Posttest",0
"vp3tkt2jb3","real","general","12","Posttest",2
"vp3tkt2jb3","real","general","18","Posttest",82
"vp3tkt2jb3","real","general","4","Posttest",87
"vp3tkt2jb3","fake","general","17","Posttest",0
"vp3tkt2jb3","fake","general","21","Posttest",3
"vp3tkt2jb3","real","covid","1","Posttest",83
"vp3tkt2jb3","fake","covid","5","Posttest",0
"vp3tkt2jb3","fake","general","20","Posttest",84
"vp3tkt2jb3","real","general","10","Posttest",83
"vp3tkt2jb3","real","covid","10","Posttest",78
"vp3tkt2jb3","fake","general","27","Posttest",7
"vp3tkt2jb3","real","covid","8","Posttest",13
"vp3tkt2jb3","fake","covid","2","Posttest",3
"vp3tkt2jb3","real","general","31","Posttest",7
"vp3tkt2jb3","real","general","30","Posttest",94
"vp3tkt2jb3","fake","general","8","Posttest",1
"vp3tkt2jb3","fake","general","7","Posttest",0
"vp3tkt2jb3","real","covid","9","Posttest",83
"vp3tkt2jb3","fake","covid","8","Posttest",86
"vp3tkt2jb3","real","general","3","Posttest",91
"vp3tkt2jb3","fake","general","29","Posttest",16
"vp3tkt2jb3","real","general","25","Posttest",79
"vp3tkt2jb3","real","general","29","Posttest",90
"hyoso9ag9k","real","general","7","Pretest",100
"hyoso9ag9k","fake","general","1","Pretest",0
"hyoso9ag9k","fake","general","24","Pretest",0
"hyoso9ag9k","fake","general","19","Pretest",0
"hyoso9ag9k","real","covid","3","Pretest",100
"hyoso9ag9k","real","general","10","Pretest",0
"hyoso9ag9k","fake","general","13","Pretest",100
"hyoso9ag9k","fake","covid","9","Pretest",100
"hyoso9ag9k","real","covid","9","Pretest",100
"hyoso9ag9k","fake","general","8","Pretest",100
"hyoso9ag9k","fake","covid","5","Pretest",100
"hyoso9ag9k","fake","covid","8","Pretest",100
"hyoso9ag9k","real","general","11","Pretest",100
"hyoso9ag9k","fake","general","9","Pretest",0
"hyoso9ag9k","fake","general","26","Pretest",100
"hyoso9ag9k","real","general","28","Pretest",100
"hyoso9ag9k","fake","covid","4","Pretest",0
"hyoso9ag9k","real","general","30","Pretest",100
"hyoso9ag9k","fake","general","22","Pretest",100
"hyoso9ag9k","fake","general","18","Pretest",51
"hyoso9ag9k","fake","general","14","Pretest",51
"hyoso9ag9k","fake","general","11","Pretest",50
"hyoso9ag9k","real","general","9","Pretest",0
"hyoso9ag9k","real","general","3","Pretest",100
"hyoso9ag9k","real","covid","5","Pretest",100
"hyoso9ag9k","real","general","22","Pretest",100
"hyoso9ag9k","real","general","17","Pretest",50
"hyoso9ag9k","fake","general","7","Pretest",0
"hyoso9ag9k","real","general","14","Pretest",0
"hyoso9ag9k","fake","general","28","Pretest",50
"hyoso9ag9k","fake","covid","7","Pretest",100
"hyoso9ag9k","fake","general","4","Pretest",0
"hyoso9ag9k","real","general","24","Pretest",0
"hyoso9ag9k","real","general","16","Pretest",100
"hyoso9ag9k","real","general","2","Pretest",0
"hyoso9ag9k","real","general","23","Pretest",49
"hyoso9ag9k","fake","general","6","Pretest",0
"hyoso9ag9k","real","general","1","Pretest",100
"hyoso9ag9k","real","covid","4","Pretest",100
"hyoso9ag9k","real","covid","6","Pretest",100
"hyoso9ag9k","real","general","5","Posttest",0
"hyoso9ag9k","real","general","26","Posttest",0
"hyoso9ag9k","real","general","19","Posttest",100
"hyoso9ag9k","real","covid","10","Posttest",100
"hyoso9ag9k","real","general","21","Posttest",100
"hyoso9ag9k","fake","general","25","Posttest",49
"hyoso9ag9k","fake","general","20","Posttest",49
"hyoso9ag9k","real","general","31","Posttest",100
"hyoso9ag9k","fake","general","17","Posttest",0
"hyoso9ag9k","fake","covid","10","Posttest",100
"hyoso9ag9k","fake","covid","2","Posttest",100
"hyoso9ag9k","fake","general","3","Posttest",100
"hyoso9ag9k","fake","general","27","Posttest",50
"hyoso9ag9k","fake","general","16","Posttest",0
"hyoso9ag9k","real","general","29","Posttest",100
"hyoso9ag9k","fake","general","23","Posttest",0
"hyoso9ag9k","fake","general","21","Posttest",0
"hyoso9ag9k","real","general","4","Posttest",100
"hyoso9ag9k","fake","general","29","Posttest",0
"hyoso9ag9k","fake","general","5","Posttest",0
"hyoso9ag9k","real","general","12","Posttest",0
"hyoso9ag9k","fake","covid","1","Posttest",100
"hyoso9ag9k","real","general","18","Posttest",50
"hyoso9ag9k","real","general","15","Posttest",100
"hyoso9ag9k","fake","general","15","Posttest",0
"hyoso9ag9k","fake","general","12","Posttest",0
"hyoso9ag9k","real","covid","8","Posttest",100
"hyoso9ag9k","real","general","20","Posttest",100
"hyoso9ag9k","fake","general","30","Posttest",100
"hyoso9ag9k","real","covid","7","Posttest",100
"hyoso9ag9k","real","general","8","Posttest",100
"hyoso9ag9k","real","covid","1","Posttest",0
"hyoso9ag9k","real","general","6","Posttest",100
"hyoso9ag9k","real","general","25","Posttest",100
"hyoso9ag9k","fake","covid","3","Posttest",100
"hyoso9ag9k","real","general","27","Posttest",100
"hyoso9ag9k","real","covid","2","Posttest",100
"hyoso9ag9k","fake","general","10","Posttest",100
"hyoso9ag9k","fake","general","2","Posttest",100
"hyoso9ag9k","fake","covid","6","Posttest",52
"hyoso9ag9k","real","general","13","Posttest",0
"4vvm6swd0g","real","general","18","Pretest",74
"4vvm6swd0g","fake","general","11","Pretest",34
"4vvm6swd0g","fake","general","27","Pretest",16
"4vvm6swd0g","fake","general","14","Pretest",48
"4vvm6swd0g","fake","general","16","Pretest",15
"4vvm6swd0g","real","general","5","Pretest",55
"4vvm6swd0g","fake","general","19","Pretest",61
"4vvm6swd0g","fake","general","24","Pretest",34
"4vvm6swd0g","fake","covid","10","Pretest",68
"4vvm6swd0g","real","general","16","Pretest",73
"4vvm6swd0g","real","general","20","Pretest",70
"4vvm6swd0g","real","covid","3","Pretest",66
"4vvm6swd0g","real","general","10","Pretest",52
"4vvm6swd0g","fake","covid","4","Pretest",21
"4vvm6swd0g","real","general","27","Pretest",71
"4vvm6swd0g","real","general","21","Pretest",60
"4vvm6swd0g","real","covid","1","Pretest",53
"4vvm6swd0g","real","general","2","Pretest",54
"4vvm6swd0g","real","covid","2","Pretest",80
"4vvm6swd0g","fake","general","20","Pretest",40
"4vvm6swd0g","real","general","29","Pretest",68
"4vvm6swd0g","fake","general","17","Pretest",28
"4vvm6swd0g","fake","general","10","Pretest",69
"4vvm6swd0g","fake","general","1","Pretest",33
"4vvm6swd0g","real","general","15","Pretest",67
"4vvm6swd0g","real","general","28","Pretest",64
"4vvm6swd0g","real","general","24","Pretest",76
"4vvm6swd0g","real","general","1","Pretest",66
"4vvm6swd0g","fake","covid","9","Pretest",62
"4vvm6swd0g","fake","covid","7","Pretest",60
"4vvm6swd0g","real","general","4","Pretest",27
"4vvm6swd0g","fake","covid","8","Pretest",53
"4vvm6swd0g","fake","general","18","Pretest",50
"4vvm6swd0g","fake","general","9","Pretest",31
"4vvm6swd0g","fake","general","13","Pretest",51
"4vvm6swd0g","real","general","6","Pretest",71
"4vvm6swd0g","fake","general","5","Pretest",55
"4vvm6swd0g","real","covid","4","Pretest",76
"4vvm6swd0g","fake","general","4","Pretest",51
"4vvm6swd0g","real","covid","10","Pretest",70
"4vvm6swd0g","fake","general","8","Posttest",55
"4vvm6swd0g","fake","general","30","Posttest",55
"4vvm6swd0g","real","covid","6","Posttest",62
"4vvm6swd0g","fake","covid","5","Posttest",78
"4vvm6swd0g","real","general","3","Posttest",55
"4vvm6swd0g","fake","general","15","Posttest",53
"4vvm6swd0g","fake","covid","2","Posttest",65
"4vvm6swd0g","real","general","31","Posttest",64
"4vvm6swd0g","fake","general","28","Posttest",51
"4vvm6swd0g","real","general","25","Posttest",66
"4vvm6swd0g","real","general","13","Posttest",39
"4vvm6swd0g","real","general","7","Posttest",43
"4vvm6swd0g","real","general","11","Posttest",25
"4vvm6swd0g","fake","general","12","Posttest",58
"4vvm6swd0g","real","general","19","Posttest",62
"4vvm6swd0g","real","general","12","Posttest",40
"4vvm6swd0g","fake","general","29","Posttest",50
"4vvm6swd0g","fake","general","2","Posttest",62
"4vvm6swd0g","fake","general","22","Posttest",36
"4vvm6swd0g","fake","general","25","Posttest",43
"4vvm6swd0g","fake","general","6","Posttest",42
"4vvm6swd0g","fake","covid","3","Posttest",56
"4vvm6swd0g","fake","general","26","Posttest",40
"4vvm6swd0g","real","general","8","Posttest",51
"4vvm6swd0g","fake","covid","1","Posttest",62
"4vvm6swd0g","real","covid","8","Posttest",73
"4vvm6swd0g","real","general","9","Posttest",38
"4vvm6swd0g","fake","general","21","Posttest",28
"4vvm6swd0g","fake","general","3","Posttest",25
"4vvm6swd0g","real","general","23","Posttest",76
"4vvm6swd0g","real","general","14","Posttest",37
"4vvm6swd0g","real","covid","7","Posttest",56
"4vvm6swd0g","real","general","17","Posttest",61
"4vvm6swd0g","fake","general","23","Posttest",29
"4vvm6swd0g","real","general","30","Posttest",75
"4vvm6swd0g","real","general","26","Posttest",64
"4vvm6swd0g","real","covid","5","Posttest",65
"4vvm6swd0g","real","general","22","Posttest",56
"4vvm6swd0g","real","covid","9","Posttest",73
"4vvm6swd0g","fake","general","7","Posttest",23
"4vvm6swd0g","fake","covid","6","Posttest",60
"eop5cu4cyb","real","general","20","Pretest",67
"eop5cu4cyb","fake","general","9","Pretest",10
"eop5cu4cyb","fake","covid","5","Pretest",50
"eop5cu4cyb","real","general","4","Pretest",57
"eop5cu4cyb","fake","general","6","Pretest",0
"eop5cu4cyb","real","general","12","Pretest",14
"eop5cu4cyb","real","covid","2","Pretest",100
"eop5cu4cyb","real","general","24","Pretest",50
"eop5cu4cyb","fake","general","2","Pretest",87
"eop5cu4cyb","real","general","14","Pretest",0
"eop5cu4cyb","real","general","10","Pretest",5
"eop5cu4cyb","real","general","30","Pretest",71
"eop5cu4cyb","real","general","17","Pretest",55
"eop5cu4cyb","fake","general","24","Pretest",14
"eop5cu4cyb","real","general","3","Pretest",76
"eop5cu4cyb","fake","covid","10","Pretest",80
"eop5cu4cyb","real","general","1","Pretest",49
"eop5cu4cyb","real","general","11","Pretest",0
"eop5cu4cyb","fake","general","14","Pretest",45
"eop5cu4cyb","fake","general","1","Pretest",52
"eop5cu4cyb","real","general","23","Pretest",57
"eop5cu4cyb","fake","general","10","Pretest",22
"eop5cu4cyb","real","covid","7","Pretest",7
"eop5cu4cyb","real","covid","10","Pretest",63
"eop5cu4cyb","fake","covid","1","Pretest",68
"eop5cu4cyb","fake","general","19","Pretest",26
"eop5cu4cyb","fake","general","18","Pretest",16
"eop5cu4cyb","fake","general","28","Pretest",26
"eop5cu4cyb","fake","general","25","Pretest",38
"eop5cu4cyb","real","general","5","Pretest",52
"eop5cu4cyb","fake","general","13","Pretest",11
"eop5cu4cyb","real","general","16","Pretest",33
"eop5cu4cyb","fake","general","29","Pretest",30
"eop5cu4cyb","fake","covid","6","Pretest",58
"eop5cu4cyb","real","covid","6","Pretest",61
"eop5cu4cyb","fake","general","21","Pretest",19
"eop5cu4cyb","fake","general","3","Pretest",8
"eop5cu4cyb","fake","covid","7","Pretest",84
"eop5cu4cyb","real","general","27","Pretest",68
"eop5cu4cyb","real","covid","9","Pretest",61
"eop5cu4cyb","real","general","25","Posttest",48
"eop5cu4cyb","real","general","7","Posttest",28
"eop5cu4cyb","real","general","29","Posttest",56
"eop5cu4cyb","fake","covid","4","Posttest",0
"eop5cu4cyb","real","general","28","Posttest",56
"eop5cu4cyb","real","general","22","Posttest",58
"eop5cu4cyb","real","covid","8","Posttest",64
"eop5cu4cyb","real","general","2","Posttest",56
"eop5cu4cyb","fake","general","16","Posttest",0
"eop5cu4cyb","real","covid","5","Posttest",58
"eop5cu4cyb","real","general","19","Posttest",50
"eop5cu4cyb","real","covid","1","Posttest",49
"eop5cu4cyb","fake","covid","8","Posttest",54
"eop5cu4cyb","real","general","8","Posttest",51
"eop5cu4cyb","real","general","26","Posttest",44
"eop5cu4cyb","fake","general","12","Posttest",54
"eop5cu4cyb","real","general","13","Posttest",52
"eop5cu4cyb","real","general","21","Posttest",54
"eop5cu4cyb","fake","general","20","Posttest",15
"eop5cu4cyb","real","general","9","Posttest",49
"eop5cu4cyb","fake","general","23","Posttest",3
"eop5cu4cyb","fake","covid","3","Posttest",87
"eop5cu4cyb","fake","general","17","Posttest",58
"eop5cu4cyb","fake","general","27","Posttest",4
"eop5cu4cyb","fake","covid","2","Posttest",55
"eop5cu4cyb","fake","general","8","Posttest",53
"eop5cu4cyb","real","general","15","Posttest",58
"eop5cu4cyb","real","covid","3","Posttest",59
"eop5cu4cyb","fake","general","30","Posttest",52
"eop5cu4cyb","real","general","18","Posttest",50
"eop5cu4cyb","fake","general","5","Posttest",43
"eop5cu4cyb","fake","general","26","Posttest",18
"eop5cu4cyb","real","covid","4","Posttest",50
"eop5cu4cyb","fake","general","7","Posttest",0
"eop5cu4cyb","fake","general","22","Posttest",21
"eop5cu4cyb","real","general","6","Posttest",43
"eop5cu4cyb","fake","general","15","Posttest",0
"eop5cu4cyb","fake","covid","9","Posttest",80
"eop5cu4cyb","fake","general","4","Posttest",27
"eop5cu4cyb","fake","general","11","Posttest",11
"eop5cu4cyb","real","general","31","Posttest",51
"lgbo4d60my","fake","general","3","Pretest",3
"lgbo4d60my","fake","covid","1","Pretest",87
"lgbo4d60my","real","general","22","Pretest",80
"lgbo4d60my","real","general","23","Pretest",85
"lgbo4d60my","real","general","29","Pretest",88
"lgbo4d60my","fake","covid","3","Pretest",90
"lgbo4d60my","real","general","16","Pretest",96
"lgbo4d60my","fake","general","13","Pretest",14
"lgbo4d60my","fake","general","11","Pretest",13
"lgbo4d60my","real","general","1","Pretest",78
"lgbo4d60my","fake","general","27","Pretest",18
"lgbo4d60my","real","general","4","Pretest",18
"lgbo4d60my","fake","general","12","Pretest",42
"lgbo4d60my","fake","general","26","Pretest",20
"lgbo4d60my","fake","covid","10","Pretest",16
"lgbo4d60my","fake","general","9","Pretest",17
"lgbo4d60my","real","general","19","Pretest",86
"lgbo4d60my","real","covid","4","Pretest",45
"lgbo4d60my","real","general","27","Pretest",93
"lgbo4d60my","fake","general","2","Pretest",13
"lgbo4d60my","real","general","21","Pretest",93
"lgbo4d60my","real","covid","10","Pretest",92
"lgbo4d60my","real","general","8","Pretest",29
"lgbo4d60my","fake","general","16","Pretest",3
"lgbo4d60my","fake","covid","7","Pretest",65
"lgbo4d60my","fake","covid","2","Pretest",11
"lgbo4d60my","real","general","13","Pretest",12
"lgbo4d60my","fake","general","30","Pretest",9
"lgbo4d60my","real","covid","5","Pretest",89
"lgbo4d60my","fake","general","24","Pretest",4
"lgbo4d60my","real","general","7","Pretest",50
"lgbo4d60my","real","general","9","Pretest",50
"lgbo4d60my","fake","general","8","Pretest",50
"lgbo4d60my","fake","general","21","Pretest",50
"lgbo4d60my","real","general","26","Pretest",50
"lgbo4d60my","fake","general","23","Pretest",50
"lgbo4d60my","real","covid","1","Pretest",50
"lgbo4d60my","fake","general","19","Pretest",55
"lgbo4d60my","real","general","28","Pretest",89
"lgbo4d60my","real","covid","2","Pretest",93
"lgbo4d60my","real","general","6","Posttest",69
"lgbo4d60my","fake","general","29","Posttest",5
"lgbo4d60my","fake","general","1","Posttest",13
"lgbo4d60my","real","general","17","Posttest",50
"lgbo4d60my","fake","general","28","Posttest",15
"lgbo4d60my","real","general","24","Posttest",88
"lgbo4d60my","fake","covid","6","Posttest",83
"lgbo4d60my","fake","general","22","Posttest",12
"lgbo4d60my","fake","covid","4","Posttest",4
"lgbo4d60my","real","general","11","Posttest",15
"lgbo4d60my","fake","general","4","Posttest",15
"lgbo4d60my","real","general","12","Posttest",6
"lgbo4d60my","fake","general","25","Posttest",6
"lgbo4d60my","real","covid","6","Posttest",96
"lgbo4d60my","real","general","14","Posttest",50
"lgbo4d60my","fake","general","15","Posttest",50
"lgbo4d60my","real","covid","9","Posttest",50
"lgbo4d60my","real","general","25","Posttest",50
"lgbo4d60my","real","general","10","Posttest",50
"lgbo4d60my","real","general","3","Posttest",70
"lgbo4d60my","fake","covid","5","Posttest",80
"lgbo4d60my","real","covid","7","Posttest",18
"lgbo4d60my","real","general","15","Posttest",66
"lgbo4d60my","real","general","18","Posttest",80
"lgbo4d60my","real","general","5","Posttest",55
"lgbo4d60my","fake","covid","8","Posttest",74
"lgbo4d60my","fake","general","18","Posttest",50
"lgbo4d60my","real","general","20","Posttest",44
"lgbo4d60my","fake","general","20","Posttest",7
"lgbo4d60my","fake","general","17","Posttest",7
"lgbo4d60my","fake","general","14","Posttest",56
"lgbo4d60my","real","covid","8","Posttest",78
"lgbo4d60my","fake","general","10","Posttest",76
"lgbo4d60my","fake","general","7","Posttest",6
"lgbo4d60my","real","general","31","Posttest",71
"lgbo4d60my","real","covid","3","Posttest",82
"lgbo4d60my","fake","general","5","Posttest",10
"lgbo4d60my","fake","general","6","Posttest",55
"lgbo4d60my","real","general","30","Posttest",70
"lgbo4d60my","fake","covid","9","Posttest",90
"lgbo4d60my","real","general","2","Posttest",51
"t3sh5nvfkp","fake","general","9","Pretest",0
"t3sh5nvfkp","fake","covid","4","Pretest",0
"t3sh5nvfkp","real","covid","2","Pretest",100
"t3sh5nvfkp","real","general","14","Pretest",0
"t3sh5nvfkp","fake","covid","10","Pretest",100
"t3sh5nvfkp","fake","covid","3","Pretest",100
"t3sh5nvfkp","fake","general","25","Pretest",0
"t3sh5nvfkp","real","covid","1","Pretest",100
"t3sh5nvfkp","real","general","4","Pretest",0
"t3sh5nvfkp","fake","general","3","Pretest",0
"t3sh5nvfkp","fake","general","23","Pretest",0
"t3sh5nvfkp","real","general","25","Pretest",100
"t3sh5nvfkp","fake","general","13","Pretest",0
"t3sh5nvfkp","real","general","8","Pretest",0
"t3sh5nvfkp","real","general","12","Pretest",0
"t3sh5nvfkp","fake","general","2","Pretest",65
"t3sh5nvfkp","real","general","3","Pretest",76
"t3sh5nvfkp","real","covid","7","Pretest",71
"t3sh5nvfkp","fake","general","10","Pretest",70
"t3sh5nvfkp","real","general","29","Pretest",67
"t3sh5nvfkp","real","covid","10","Pretest",94
"t3sh5nvfkp","real","general","10","Pretest",68
"t3sh5nvfkp","fake","general","17","Pretest",0
"t3sh5nvfkp","fake","general","7","Pretest",25
"t3sh5nvfkp","real","covid","9","Pretest",100
"t3sh5nvfkp","fake","covid","5","Pretest",100
"t3sh5nvfkp","real","general","13","Pretest",0
"t3sh5nvfkp","fake","covid","7","Pretest",100
"t3sh5nvfkp","real","general","31","Pretest",100
"t3sh5nvfkp","fake","general","16","Pretest",0
"t3sh5nvfkp","real","general","20","Pretest",100
"t3sh5nvfkp","fake","general","30","Pretest",19
"t3sh5nvfkp","real","general","7","Pretest",0
"t3sh5nvfkp","real","general","17","Pretest",100
"t3sh5nvfkp","fake","general","29","Pretest",0
"t3sh5nvfkp","fake","general","26","Pretest",17
"t3sh5nvfkp","real","general","6","Pretest",87
"t3sh5nvfkp","fake","general","27","Pretest",0
"t3sh5nvfkp","fake","general","15","Pretest",3
"t3sh5nvfkp","real","general","5","Pretest",24
"t3sh5nvfkp","fake","general","6","Posttest",0
"t3sh5nvfkp","real","covid","5","Posttest",100
"t3sh5nvfkp","real","general","24","Posttest",100
"t3sh5nvfkp","fake","general","21","Posttest",0
"t3sh5nvfkp","fake","general","8","Posttest",100
"t3sh5nvfkp","real","general","11","Posttest",0
"t3sh5nvfkp","real","general","27","Posttest",100
"t3sh5nvfkp","real","general","18","Posttest",100
"t3sh5nvfkp","real","covid","8","Posttest",100
"t3sh5nvfkp","real","general","9","Posttest",0
"t3sh5nvfkp","real","general","2","Posttest",0
"t3sh5nvfkp","real","general","15","Posttest",100
"t3sh5nvfkp","real","covid","3","Posttest",100
"t3sh5nvfkp","fake","covid","8","Posttest",100
"t3sh5nvfkp","real","covid","6","Posttest",100
"t3sh5nvfkp","real","covid","4","Posttest",100
"t3sh5nvfkp","fake","general","24","Posttest",0
"t3sh5nvfkp","real","general","22","Posttest",0
"t3sh5nvfkp","fake","covid","6","Posttest",0
"t3sh5nvfkp","fake","general","4","Posttest",0
"t3sh5nvfkp","fake","covid","9","Posttest",0
"t3sh5nvfkp","fake","general","5","Posttest",0
"t3sh5nvfkp","fake","general","12","Posttest",100
"t3sh5nvfkp","real","general","16","Posttest",100
"t3sh5nvfkp","fake","general","1","Posttest",0
"t3sh5nvfkp","real","general","19","Posttest",0
"t3sh5nvfkp","real","general","23","Posttest",100
"t3sh5nvfkp","fake","general","19","Posttest",0
"t3sh5nvfkp","fake","covid","2","Posttest",0
"t3sh5nvfkp","fake","general","14","Posttest",0
"t3sh5nvfkp","fake","general","20","Posttest",0
"t3sh5nvfkp","real","general","26","Posttest",100
"t3sh5nvfkp","real","general","30","Posttest",100
"t3sh5nvfkp","real","general","21","Posttest",100
"t3sh5nvfkp","fake","covid","1","Posttest",100
"t3sh5nvfkp","fake","general","22","Posttest",0
"t3sh5nvfkp","fake","general","11","Posttest",0
"t3sh5nvfkp","fake","general","28","Posttest",0
"t3sh5nvfkp","fake","general","18","Posttest",0
"t3sh5nvfkp","real","general","28","Posttest",0
"t3sh5nvfkp","real","general","1","Posttest",100
"eoykuxnro9","fake","general","27","Pretest",97
"eoykuxnro9","fake","general","11","Pretest",4
"eoykuxnro9","real","general","28","Pretest",99
"eoykuxnro9","fake","general","12","Pretest",57
"eoykuxnro9","real","general","16","Pretest",1
"eoykuxnro9","fake","general","24","Pretest",0
"eoykuxnro9","fake","covid","9","Pretest",100
"eoykuxnro9","fake","general","9","Pretest",99
"eoykuxnro9","real","general","3","Pretest",0
"eoykuxnro9","real","general","15","Pretest",100
"eoykuxnro9","real","general","2","Pretest",46
"eoykuxnro9","fake","covid","7","Pretest",50
"eoykuxnro9","fake","general","26","Pretest",54
"eoykuxnro9","fake","general","16","Pretest",100
"eoykuxnro9","fake","general","10","Pretest",95
"eoykuxnro9","fake","general","2","Pretest",71
"eoykuxnro9","real","covid","1","Pretest",50
"eoykuxnro9","real","covid","2","Pretest",50
"eoykuxnro9","fake","general","28","Pretest",99
"eoykuxnro9","real","general","4","Pretest",0
"eoykuxnro9","real","general","12","Pretest",50
"eoykuxnro9","real","general","9","Pretest",50
"eoykuxnro9","fake","general","17","Pretest",100
"eoykuxnro9","real","general","13","Pretest",1
"eoykuxnro9","real","general","7","Pretest",50
